                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                 1.0649,                 2.2869,                 1.5462,                0.47694,                0.54368,                0.55007,                0.38561,                 1.2628,                  1.985,                 1.7587,              0.0085546,              0.0085546,              0.0085546
                    149,                 1.0676,                 2.3044,                 1.5454,                0.47537,                0.54621,                0.54958,                0.38578,                 1.2618,                 1.9833,                 1.7571,              0.0085447,              0.0085447,              0.0085447
                    150,                 1.0715,                 2.3009,                 1.5474,                0.47704,                0.55262,                0.55013,                0.38609,                 1.2616,                 1.9792,                 1.7566,              0.0085348,              0.0085348,              0.0085348
                    151,                 1.0669,                 2.2833,                 1.5426,                0.47278,                0.55264,                0.55046,                0.38401,                 1.2625,                 1.9764,                 1.7577,              0.0085249,              0.0085249,              0.0085249
                    152,                 1.0636,                 2.2901,                 1.5436,                0.47349,                0.55719,                0.54973,                0.38406,                 1.2632,                 1.9751,                 1.7574,               0.008515,               0.008515,               0.008515
                    153,                 1.0567,                 2.2794,                  1.533,                0.47414,                0.55945,                0.55333,                0.38573,                 1.2636,                 1.9738,                 1.7582,              0.0085051,              0.0085051,              0.0085051
                    154,                 1.0609,                 2.2933,                 1.5432,                0.47932,                0.56364,                0.55548,                0.38531,                 1.2636,                 1.9725,                 1.7584,              0.0084952,              0.0084952,              0.0084952
                    155,                 1.0607,                 2.2582,                 1.5414,                0.48016,                0.56305,                0.55557,                0.38622,                 1.2631,                 1.9713,                 1.7584,              0.0084853,              0.0084853,              0.0084853
                    156,                  1.057,                 2.2546,                 1.5348,                0.48016,                0.56458,                0.55894,                0.38747,                 1.2631,                 1.9698,                 1.7585,              0.0084754,              0.0084754,              0.0084754
                    157,                 1.0554,                 2.2695,                  1.537,                0.48052,                0.56562,                0.55915,                0.38727,                 1.2611,                 1.9703,                 1.7567,              0.0084655,              0.0084655,              0.0084655
                    158,                  1.056,                 2.2732,                 1.5369,                0.48398,                0.56755,                0.55995,                 0.3881,                 1.2608,                 1.9674,                 1.7571,              0.0084556,              0.0084556,              0.0084556
                    159,                 1.0514,                 2.2567,                 1.5311,                0.48498,                0.56679,                 0.5606,                0.38827,                 1.2606,                 1.9651,                 1.7573,              0.0084457,              0.0084457,              0.0084457
                    160,                 1.0723,                 2.2671,                 1.5425,                0.48547,                0.56828,                0.56076,                0.38978,                   1.26,                 1.9648,                 1.7571,              0.0084358,              0.0084358,              0.0084358
                    161,                 1.0612,                 2.2576,                 1.5387,                0.48609,                0.56921,                0.55863,                0.38919,                 1.2584,                 1.9617,                 1.7559,              0.0084259,              0.0084259,              0.0084259
                    162,                 1.0576,                 2.2428,                 1.5308,                0.48586,                 0.5693,                0.55853,                0.38901,                 1.2568,                 1.9595,                 1.7546,               0.008416,               0.008416,               0.008416
                    163,                 1.0607,                 2.2451,                 1.5391,                0.49035,                 0.5658,                 0.5587,                0.38934,                 1.2547,                  1.959,                 1.7525,              0.0084061,              0.0084061,              0.0084061
                    164,                 1.0598,                 2.2323,                 1.5384,                0.48989,                0.56588,                0.55868,                0.38929,                 1.2543,                 1.9571,                 1.7524,              0.0083962,              0.0083962,              0.0083962
                    165,                 1.0546,                 2.2456,                 1.5348,                0.50451,                0.56571,                0.56617,                 0.3923,                 1.2533,                 1.9562,                 1.7501,              0.0083863,              0.0083863,              0.0083863
                    166,                 1.0554,                 2.2174,                  1.534,                  0.506,                0.56528,                0.56911,                0.39479,                 1.2529,                 1.9525,                 1.7497,              0.0083764,              0.0083764,              0.0083764
                    167,                 1.0524,                 2.2136,                 1.5262,                0.50741,                0.56488,                0.56848,                0.39412,                 1.2528,                 1.9512,                 1.7488,              0.0083665,              0.0083665,              0.0083665
                    168,                 1.0534,                 2.2223,                 1.5379,                0.51087,                0.56508,                0.56835,                0.39483,                 1.2516,                 1.9505,                 1.7468,              0.0083566,              0.0083566,              0.0083566
                    169,                 1.0576,                 2.2239,                 1.5333,                0.51403,                0.56435,                0.56814,                0.39502,                 1.2534,                 1.9495,                 1.7478,              0.0083467,              0.0083467,              0.0083467
                    170,                 1.0508,                 2.2083,                 1.5279,                 0.5124,                0.56546,                0.56831,                0.39431,                 1.2514,                 1.9493,                 1.7465,              0.0083368,              0.0083368,              0.0083368
                    171,                 1.0527,                   2.23,                 1.5263,                  0.511,                0.56665,                0.56731,                0.39553,                 1.2509,                 1.9488,                 1.7456,              0.0083269,              0.0083269,              0.0083269
                    172,                 1.0546,                 2.2323,                 1.5354,                0.51364,                0.56899,                0.57075,                0.39549,                 1.2511,                 1.9474,                 1.7452,               0.008317,               0.008317,               0.008317
                    173,                 1.0593,                 2.2255,                 1.5324,                 0.5116,                0.56831,                0.56908,                0.39366,                 1.2504,                  1.947,                 1.7442,              0.0083071,              0.0083071,              0.0083071
                    174,                 1.0492,                 2.1995,                 1.5256,                0.51192,                0.56984,                0.56883,                0.39487,                 1.2506,                 1.9435,                 1.7436,              0.0082972,              0.0082972,              0.0082972
                    175,                 1.0404,                 2.2027,                 1.5246,                0.50564,                0.57242,                0.56817,                0.39313,                 1.2521,                 1.9402,                 1.7439,              0.0082873,              0.0082873,              0.0082873
                    176,                 1.0465,                 2.2075,                 1.5303,                0.49855,                0.56733,                0.56746,                 0.3929,                 1.2546,                 1.9382,                 1.7459,              0.0082774,              0.0082774,              0.0082774
                    177,                 1.0443,                 2.1865,                 1.5221,                0.49766,                0.56479,                0.56709,                0.39269,                 1.2536,                 1.9365,                 1.7447,              0.0082675,              0.0082675,              0.0082675
                    178,                 1.0484,                 2.1852,                 1.5272,                0.49642,                0.56837,                 0.5673,                0.39251,                 1.2538,                 1.9345,                 1.7445,              0.0082576,              0.0082576,              0.0082576
                    179,                 1.0516,                 2.1908,                 1.5297,                0.50055,                0.56692,                0.57552,                0.39658,                 1.2556,                 1.9326,                 1.7468,              0.0082477,              0.0082477,              0.0082477
                    180,                 1.0545,                 2.1864,                 1.5285,                0.50209,                0.56769,                0.57561,                0.39689,                 1.2559,                 1.9307,                 1.7468,              0.0082378,              0.0082378,              0.0082378
                    181,                 1.0509,                 2.1917,                 1.5232,                0.50355,                0.56688,                0.57505,                0.39641,                 1.2551,                 1.9303,                 1.7462,              0.0082279,              0.0082279,              0.0082279
                    182,                 1.0419,                  2.188,                 1.5226,                0.50461,                0.56652,                0.57609,                0.39506,                 1.2562,                 1.9293,                 1.7462,               0.008218,               0.008218,               0.008218
                    183,                 1.0475,                 2.1667,                 1.5177,                0.50408,                0.56605,                0.57407,                0.39505,                 1.2559,                 1.9277,                 1.7463,              0.0082081,              0.0082081,              0.0082081
                    184,                 1.0465,                 2.1771,                 1.5215,                0.50659,                 0.5657,                0.57242,                0.39339,                 1.2568,                  1.927,                 1.7474,              0.0081982,              0.0081982,              0.0081982
                    185,                 1.0431,                 2.1768,                  1.518,                0.50018,                0.56352,                0.57373,                  0.392,                 1.2569,                  1.926,                 1.7479,              0.0081883,              0.0081883,              0.0081883
                    186,                 1.0422,                 2.1682,                 1.5189,                0.49783,                0.55831,                0.56844,                0.39106,                 1.2563,                 1.9238,                 1.7471,              0.0081784,              0.0081784,              0.0081784
                    187,                 1.0442,                 2.1745,                 1.5214,                0.50379,                0.56429,                0.57255,                0.39278,                 1.2574,                 1.9221,                 1.7481,              0.0081685,              0.0081685,              0.0081685
                    188,                 1.0422,                 2.1641,                  1.518,                0.51645,                0.55988,                0.56882,                0.38996,                 1.2563,                 1.9207,                 1.7494,              0.0081586,              0.0081586,              0.0081586
                    189,                  1.044,                 2.1744,                 1.5192,                0.52183,                0.55612,                 0.5741,                0.39272,                 1.2564,                 1.9188,                 1.7501,              0.0081487,              0.0081487,              0.0081487
                    190,                 1.0405,                  2.155,                 1.5178,                0.52181,                0.55423,                0.57302,                0.39224,                 1.2568,                 1.9169,                 1.7498,              0.0081388,              0.0081388,              0.0081388
                    191,                 1.0387,                 2.1515,                 1.5187,                0.52242,                0.55435,                0.57262,                0.39163,                 1.2558,                 1.9164,                 1.7491,              0.0081289,              0.0081289,              0.0081289
                    192,                 1.0377,                 2.1428,                 1.5147,                0.52347,                0.55467,                0.57233,                0.39161,                  1.256,                 1.9151,                 1.7491,               0.008119,               0.008119,               0.008119
                    193,                 1.0403,                 2.1436,                 1.5179,                0.52394,                0.55571,                0.57415,                0.39365,                 1.2553,                 1.9148,                 1.7483,              0.0081091,              0.0081091,              0.0081091
                    194,                 1.0339,                 2.1468,                 1.5129,                0.53371,                0.53864,                0.57635,                0.39588,                 1.2552,                  1.913,                 1.7492,              0.0080992,              0.0080992,              0.0080992
                    195,                 1.0392,                 2.1327,                  1.511,                0.53627,                0.53864,                0.57663,                0.39563,                 1.2541,                 1.9115,                 1.7485,              0.0080893,              0.0080893,              0.0080893
                    196,                 1.0365,                 2.1582,                 1.5151,                0.53959,                0.53765,                0.57544,                0.39493,                 1.2527,                 1.9117,                 1.7468,              0.0080794,              0.0080794,              0.0080794
                    197,                 1.0474,                 2.1597,                 1.5225,                0.55525,                0.53598,                0.57645,                0.39573,                 1.2521,                  1.911,                  1.747,              0.0080695,              0.0080695,              0.0080695
                    198,                 1.0369,                 2.1329,                 1.5137,                0.55585,                0.53858,                0.57686,                0.39446,                 1.2519,                 1.9108,                 1.7468,              0.0080596,              0.0080596,              0.0080596
                    199,                 1.0276,                 2.1367,                 1.5062,                0.55392,                0.53591,                0.57805,                0.39679,                 1.2517,                 1.9087,                 1.7467,              0.0080497,              0.0080497,              0.0080497
                    200,                 1.0352,                 2.1387,                 1.5109,                 0.5557,                0.53818,                0.57453,                0.39627,                 1.2505,                 1.9079,                 1.7454,              0.0080398,              0.0080398,              0.0080398
                    201,                 1.0378,                  2.114,                  1.509,                0.56171,                 0.5373,                0.57465,                0.39753,                 1.2508,                 1.9042,                 1.7455,              0.0080299,              0.0080299,              0.0080299
                    202,                 1.0309,                 2.1187,                 1.5046,                0.56952,                0.54757,                0.57928,                0.40207,                 1.2501,                 1.9029,                 1.7436,                0.00802,                0.00802,                0.00802
                    203,                  1.026,                 2.0964,                  1.503,                 0.5707,                0.54074,                0.57684,                 0.3993,                 1.2501,                 1.8991,                 1.7437,              0.0080101,              0.0080101,              0.0080101
                    204,                 1.0462,                 2.1545,                 1.5229,                0.57086,                0.54203,                0.57536,                0.40107,                 1.2488,                 1.8993,                 1.7422,              0.0080002,              0.0080002,              0.0080002
                    205,                 1.0331,                 2.1274,                 1.5155,                0.56956,                0.54265,                 0.5776,                0.40127,                 1.2468,                 1.8975,                 1.7403,              0.0079903,              0.0079903,              0.0079903
                    206,                 1.0333,                 2.1125,                 1.5072,                0.56765,                0.54299,                0.57646,                0.40049,                  1.246,                 1.8952,                  1.739,              0.0079804,              0.0079804,              0.0079804
                    207,                 1.0284,                  2.101,                 1.5051,                  0.566,                0.54314,                0.57535,                0.39905,                 1.2444,                 1.8949,                 1.7373,              0.0079705,              0.0079705,              0.0079705
                    208,                 1.0338,                 2.1052,                 1.5092,                0.55122,                0.54234,                0.57587,                 0.3973,                 1.2434,                 1.8955,                 1.7368,              0.0079606,              0.0079606,              0.0079606
                    209,                 1.0281,                 2.1042,                 1.5106,                0.54666,                0.54264,                0.57578,                0.39927,                 1.2431,                 1.8942,                 1.7373,              0.0079507,              0.0079507,              0.0079507
                    210,                 1.0402,                 2.1089,                 1.5161,                0.54561,                0.54204,                0.56933,                0.39551,                 1.2423,                 1.8929,                 1.7377,              0.0079408,              0.0079408,              0.0079408
                    211,                 1.0311,                 2.1054,                 1.5105,                0.54275,                0.54209,                0.56901,                0.39493,                 1.2411,                 1.8934,                 1.7374,              0.0079309,              0.0079309,              0.0079309
                    212,                 1.0316,                 2.0954,                 1.5073,                0.54235,                0.54179,                0.56906,                0.39533,                 1.2406,                 1.8911,                 1.7363,               0.007921,               0.007921,               0.007921
                    213,                 1.0235,                 2.0789,                  1.501,                0.54038,                0.54444,                0.56928,                0.39604,                 1.2393,                   1.89,                 1.7352,              0.0079111,              0.0079111,              0.0079111
                    214,                 1.0288,                 2.1147,                 1.5025,                0.53896,                 0.5438,                 0.5702,                 0.3966,                 1.2387,                 1.8894,                 1.7358,              0.0079012,              0.0079012,              0.0079012
                    215,                 1.0305,                 2.0935,                 1.5012,                0.53863,                0.54309,                0.56919,                0.39666,                 1.2385,                 1.8894,                 1.7354,              0.0078913,              0.0078913,              0.0078913
                    216,                 1.0266,                 2.1036,                 1.5046,                0.55267,                0.54214,                0.57611,                0.40317,                 1.2387,                 1.8886,                 1.7349,              0.0078814,              0.0078814,              0.0078814
                    217,                 1.0273,                 2.0882,                 1.5051,                0.55168,                0.54417,                0.57643,                0.40282,                 1.2385,                 1.8915,                 1.7346,              0.0078715,              0.0078715,              0.0078715
                    218,                 1.0297,                 2.0916,                  1.507,                0.55253,                0.54135,                0.57793,                0.40441,                 1.2387,                 1.8883,                 1.7353,              0.0078616,              0.0078616,              0.0078616
                    219,                 1.0256,                 2.0877,                 1.5037,                0.57733,                0.53266,                0.57785,                0.40431,                 1.2378,                  1.887,                 1.7357,              0.0078517,              0.0078517,              0.0078517
                    220,                 1.0264,                 2.0732,                 1.5034,                0.59335,                0.53247,                0.57811,                0.40445,                 1.2373,                 1.8875,                 1.7358,              0.0078418,              0.0078418,              0.0078418
                    221,                  1.025,                 2.0736,                 1.5027,                0.60458,                0.55024,                 0.5853,                0.40654,                 1.2379,                 1.8854,                 1.7362,              0.0078319,              0.0078319,              0.0078319
                    222,                 1.0279,                 2.0676,                 1.5042,                0.61431,                0.54023,                0.57876,                0.40517,                 1.2372,                  1.884,                 1.7358,               0.007822,               0.007822,               0.007822
                    223,                 1.0266,                 2.0714,                 1.5053,                0.61289,                0.53704,                0.57783,                0.40559,                 1.2361,                 1.8819,                 1.7346,              0.0078121,              0.0078121,              0.0078121
                    224,                 1.0253,                 2.0769,                 1.5011,                0.55426,                0.54053,                0.57912,                0.40687,                 1.2362,                 1.8792,                 1.7341,              0.0078022,              0.0078022,              0.0078022
                    225,                 1.0203,                 2.0558,                 1.4934,                0.55621,                0.54018,                0.57884,                0.40702,                 1.2357,                 1.8801,                 1.7333,              0.0077923,              0.0077923,              0.0077923
                    226,                   1.02,                 2.0665,                 1.4985,                0.58902,                0.54267,                0.58177,                0.41222,                 1.2357,                 1.8788,                 1.7341,              0.0077824,              0.0077824,              0.0077824
                    227,                 1.0216,                 2.0603,                 1.4953,                0.57032,                0.54337,                0.58398,                0.41403,                 1.2355,                 1.8771,                 1.7333,              0.0077725,              0.0077725,              0.0077725
                    228,                 1.0164,                 2.0376,                 1.4933,                0.56751,                0.54079,                 0.5803,                0.41392,                 1.2349,                 1.8779,                 1.7333,              0.0077626,              0.0077626,              0.0077626
                    229,                 1.0246,                 2.0676,                 1.4989,                0.57156,                0.54374,                0.58043,                0.41499,                 1.2357,                 1.8792,                 1.7338,              0.0077527,              0.0077527,              0.0077527
                    230,                 1.0305,                 2.0638,                 1.5033,                0.57207,                 0.5439,                0.58009,                0.41372,                 1.2359,                 1.8794,                 1.7338,              0.0077428,              0.0077428,              0.0077428
                    231,                 1.0199,                 2.0564,                 1.4944,                0.57383,                0.54355,                0.57998,                0.41472,                 1.2356,                 1.8771,                 1.7338,              0.0077329,              0.0077329,              0.0077329
                    232,                 1.0237,                 2.0608,                 1.5017,                0.57549,                 0.5431,                0.58004,                0.41337,                  1.236,                  1.878,                 1.7325,               0.007723,               0.007723,               0.007723
                    233,                 1.0185,                   2.04,                 1.4954,                0.57652,                 0.5422,                0.57977,                0.41314,                 1.2352,                 1.8757,                 1.7307,              0.0077131,              0.0077131,              0.0077131
                    234,                 1.0205,                 2.0384,                 1.4991,                0.57738,                0.54217,                0.58006,                 0.4141,                 1.2356,                 1.8784,                 1.7307,              0.0077032,              0.0077032,              0.0077032
                    235,                 1.0242,                 2.0547,                 1.5016,                0.56478,                0.55564,                0.58053,                0.41488,                 1.2364,                 1.8786,                 1.7307,              0.0076933,              0.0076933,              0.0076933
                    236,                 1.0255,                 2.0493,                 1.4977,                0.56372,                0.55112,                0.58119,                0.41562,                 1.2356,                 1.8803,                 1.7305,              0.0076834,              0.0076834,              0.0076834
                    237,                 1.0229,                 2.0266,                 1.4981,                0.56341,                0.55093,                0.58433,                0.41647,                 1.2364,                 1.8796,                   1.73,              0.0076735,              0.0076735,              0.0076735
                    238,                 1.0191,                 2.0381,                 1.4917,                0.56005,                0.55132,                0.58409,                0.41213,                 1.2366,                 1.8802,                  1.729,              0.0076636,              0.0076636,              0.0076636
                    239,                 1.0161,                 2.0318,                 1.4911,                0.54242,                0.55193,                0.58456,                0.40981,                  1.237,                 1.8783,                 1.7292,              0.0076537,              0.0076537,              0.0076537
                    240,                 1.0108,                 2.0194,                  1.492,                0.53712,                0.54862,                0.58167,                0.40827,                 1.2376,                  1.879,                 1.7299,              0.0076438,              0.0076438,              0.0076438
                    241,                 1.0188,                 2.0275,                  1.491,                0.52072,                0.56269,                0.58224,                0.40887,                 1.2377,                  1.878,                 1.7297,              0.0076339,              0.0076339,              0.0076339
                    242,                 1.0207,                 2.0218,                 1.4911,                 0.5183,                0.56386,                0.58311,                0.40912,                 1.2383,                 1.8768,                 1.7305,               0.007624,               0.007624,               0.007624
                    243,                 1.0204,                 2.0028,                 1.4947,                0.51877,                0.56366,                0.57849,                0.40913,                 1.2374,                 1.8785,                 1.7289,              0.0076141,              0.0076141,              0.0076141
                    244,                 1.0257,                 2.0189,                 1.4977,                0.51995,                0.56483,                0.57904,                0.41074,                 1.2396,                  1.879,                  1.732,              0.0076042,              0.0076042,              0.0076042
                    245,                 1.0104,                 2.0072,                 1.4882,                0.51834,                0.56251,                0.58148,                0.41061,                 1.2369,                 1.8773,                 1.7279,              0.0075943,              0.0075943,              0.0075943
                    246,                 1.0164,                 2.0248,                 1.4947,                 0.5179,                0.56117,                0.57785,                0.40954,                 1.2398,                 1.8757,                 1.7316,              0.0075844,              0.0075844,              0.0075844
                    247,                 1.0083,                 2.0072,                  1.484,                0.51729,                 0.5614,                0.58004,                0.40872,                 1.2408,                 1.8746,                 1.7326,              0.0075745,              0.0075745,              0.0075745
                    248,                 1.0111,                 2.0128,                 1.4861,                0.53896,                 0.5405,                0.57794,                0.40748,                 1.2398,                 1.8734,                 1.7316,              0.0075646,              0.0075646,              0.0075646
                    249,                 1.0159,                 2.0315,                 1.4942,                 0.5139,                0.56687,                0.57665,                0.40541,                 1.2415,                 1.8723,                 1.7331,              0.0075547,              0.0075547,              0.0075547
                    250,                 1.0062,                 2.0059,                 1.4902,                0.50888,                0.56824,                0.57837,                0.40689,                 1.2413,                 1.8705,                 1.7329,              0.0075448,              0.0075448,              0.0075448
                    251,                 1.0188,                 1.9987,                  1.494,                0.53462,                0.55171,                0.57592,                0.40703,                 1.2406,                 1.8721,                 1.7326,              0.0075349,              0.0075349,              0.0075349
                    252,                 1.0131,                 2.0044,                 1.4878,                0.51368,                0.57133,                0.57848,                0.40849,                 1.2383,                 1.8719,                 1.7304,               0.007525,               0.007525,               0.007525
                    253,                 1.0145,                 2.0244,                 1.4874,                 0.5143,                0.57339,                0.57895,                0.41009,                 1.2418,                 1.8686,                 1.7331,              0.0075151,              0.0075151,              0.0075151
                    254,                 1.0123,                 2.0089,                 1.4934,                0.50009,                0.57385,                0.57834,                0.40843,                 1.2418,                 1.8694,                 1.7328,              0.0075052,              0.0075052,              0.0075052
                    255,                 1.0081,                 2.0014,                 1.4816,                0.48612,                0.57602,                 0.5802,                0.40904,                 1.2505,                  1.873,                 1.7421,              0.0074953,              0.0074953,              0.0074953
                    256,                 1.0066,                 1.9949,                 1.4817,                 0.4858,                0.57751,                0.58012,                0.40796,                 1.2508,                 1.8735,                  1.743,              0.0074854,              0.0074854,              0.0074854
                    257,                 1.0091,                 1.9912,                  1.481,                 0.4846,                 0.5799,                0.58037,                0.40766,                 1.2499,                  1.875,                 1.7422,              0.0074755,              0.0074755,              0.0074755
                    258,                 1.0096,                 1.9888,                 1.4837,                0.48522,                 0.5803,                0.58024,                0.40659,                 1.2502,                 1.8754,                 1.7424,              0.0074656,              0.0074656,              0.0074656
                    259,                 1.0091,                  1.984,                  1.482,                0.52356,                0.55805,                0.57803,                0.40615,                 1.2512,                  1.876,                 1.7436,              0.0074557,              0.0074557,              0.0074557
                    260,                 1.0029,                 1.9647,                 1.4826,                0.54404,                0.55301,                0.58024,                0.40738,                 1.2533,                 1.8721,                 1.7456,              0.0074458,              0.0074458,              0.0074458
                    261,                  1.007,                 1.9979,                 1.4813,                0.54526,                0.55668,                0.58098,                 0.4088,                  1.253,                  1.871,                 1.7451,              0.0074359,              0.0074359,              0.0074359
                    262,                 1.0102,                 1.9966,                   1.49,                0.57546,                 0.5551,                0.58109,                0.40873,                 1.2525,                 1.8733,                 1.7444,               0.007426,               0.007426,               0.007426
                    263,                 1.0023,                 1.9895,                 1.4841,                0.57571,                0.55538,                0.58059,                0.40842,                 1.2533,                 1.8737,                 1.7454,              0.0074161,              0.0074161,              0.0074161
                    264,                 1.0102,                  1.984,                  1.484,                0.52262,                0.55969,                 0.5733,                0.40161,                 1.2525,                  1.874,                 1.7455,              0.0074062,              0.0074062,              0.0074062
                    265,                 1.0147,                  1.987,                 1.4896,                0.52363,                  0.557,                0.57275,                0.40257,                 1.2522,                 1.8717,                 1.7451,              0.0073963,              0.0073963,              0.0073963
                    266,                 1.0143,                 1.9685,                 1.4848,                0.53284,                0.55685,                 0.5737,                0.40379,                 1.2526,                 1.8717,                 1.7454,              0.0073864,              0.0073864,              0.0073864
                    267,                 1.0056,                 1.9742,                 1.4816,                0.53333,                0.55821,                0.56729,                0.40261,                 1.2527,                  1.871,                 1.7456,              0.0073765,              0.0073765,              0.0073765
                    268,                 1.0027,                  1.958,                 1.4789,                0.53531,                0.56473,                0.56872,                0.40439,                 1.2525,                 1.8703,                 1.7448,              0.0073666,              0.0073666,              0.0073666
                    269,                0.99436,                 1.9626,                 1.4773,                0.53359,                0.56694,                0.56848,                0.40507,                 1.2545,                 1.8697,                 1.7457,              0.0073567,              0.0073567,              0.0073567
                    270,                0.99472,                 1.9584,                 1.4706,                0.52018,                0.56777,                0.56609,                0.40392,                 1.2555,                 1.8717,                 1.7464,              0.0073468,              0.0073468,              0.0073468
                    271,                 1.0051,                 1.9694,                 1.4802,                0.49123,                0.57394,                0.56662,                0.40409,                 1.2573,                 1.8744,                 1.7476,              0.0073369,              0.0073369,              0.0073369
                    272,                 1.0063,                 1.9586,                 1.4764,                0.49251,                0.57408,                0.56838,                 0.4069,                 1.2566,                 1.8705,                  1.747,               0.007327,               0.007327,               0.007327
                    273,                0.99176,                 1.9554,                 1.4717,                0.50765,                0.57421,                 0.5694,                0.40711,                 1.2562,                 1.8702,                 1.7463,              0.0073171,              0.0073171,              0.0073171
                    274,                 1.0098,                  1.965,                 1.4848,                0.51053,                0.57303,                0.56885,                0.40677,                  1.257,                 1.8686,                 1.7473,              0.0073072,              0.0073072,              0.0073072
                    275,                 1.0079,                 1.9583,                 1.4848,                0.51082,                0.57374,                0.56893,                 0.4063,                 1.2583,                  1.866,                  1.748,              0.0072973,              0.0072973,              0.0072973
                    276,                 1.0048,                 1.9612,                 1.4817,                0.52671,                0.57436,                0.57105,                0.40799,                 1.2593,                 1.8656,                 1.7475,              0.0072874,              0.0072874,              0.0072874
                    277,                0.99587,                 1.9571,                 1.4757,                 0.5283,                 0.5769,                0.57193,                0.40779,                 1.2578,                 1.8628,                  1.747,              0.0072775,              0.0072775,              0.0072775
                    278,                0.99871,                 1.9568,                 1.4727,                0.52892,                0.57807,                0.57178,                0.40629,                  1.258,                 1.8619,                 1.7464,              0.0072676,              0.0072676,              0.0072676
                    279,                 1.0022,                  1.943,                  1.477,                0.52836,                0.57924,                0.57203,                 0.4068,                 1.2572,                 1.8608,                 1.7453,              0.0072577,              0.0072577,              0.0072577
                    280,                 1.0038,                 1.9558,                 1.4798,                0.52965,                0.57889,                0.57262,                0.40824,                 1.2571,                 1.8586,                 1.7449,              0.0072478,              0.0072478,              0.0072478
                    281,                 1.0009,                 1.9437,                 1.4774,                 0.5301,                0.57828,                0.57989,                0.41613,                 1.2557,                 1.8566,                 1.7434,              0.0072379,              0.0072379,              0.0072379
                    282,                0.99762,                 1.9235,                 1.4747,                 0.5321,                 0.5778,                0.58041,                0.41568,                 1.2547,                 1.8553,                 1.7411,               0.007228,               0.007228,               0.007228
                    283,                0.99643,                 1.9551,                 1.4777,                0.53594,                0.57543,                 0.5824,                0.41684,                 1.2529,                 1.8555,                 1.7399,              0.0072181,              0.0072181,              0.0072181
                    284,                 1.0018,                 1.9313,                 1.4787,                0.53927,                0.57118,                0.58227,                0.41772,                 1.2522,                 1.8542,                 1.7394,              0.0072082,              0.0072082,              0.0072082
                    285,                 1.0026,                 1.9396,                  1.479,                0.53752,                0.57112,                0.58231,                0.42201,                  1.252,                 1.8516,                 1.7389,              0.0071983,              0.0071983,              0.0071983
                    286,                0.99585,                 1.9415,                 1.4717,                0.53717,                0.57278,                0.58227,                0.42166,                 1.2517,                 1.8494,                 1.7386,              0.0071884,              0.0071884,              0.0071884
                    287,                 1.0105,                 1.9402,                 1.4808,                0.53945,                0.57103,                 0.5895,                0.42486,                 1.2496,                 1.8469,                 1.7367,              0.0071785,              0.0071785,              0.0071785
                    288,                 1.0002,                 1.9234,                 1.4761,                0.55346,                0.57137,                0.58863,                 0.4249,                  1.249,                 1.8417,                 1.7354,              0.0071686,              0.0071686,              0.0071686
                    289,                0.99428,                 1.9112,                 1.4685,                0.55478,                0.57078,                0.58882,                0.42462,                 1.2485,                 1.8387,                 1.7347,              0.0071587,              0.0071587,              0.0071587
                    290,                0.99492,                 1.9204,                 1.4711,                0.55417,                0.57341,                0.59013,                0.42695,                 1.2444,                 1.8331,                 1.7299,              0.0071488,              0.0071488,              0.0071488
                    291,                0.99824,                 1.9371,                 1.4761,                0.55073,                0.56889,                0.58955,                0.42681,                 1.2428,                 1.8321,                 1.7288,              0.0071389,              0.0071389,              0.0071389
                    292,                0.99716,                 1.9391,                 1.4728,                0.54966,                0.56881,                0.58975,                0.42408,                 1.2428,                  1.833,                 1.7289,               0.007129,               0.007129,               0.007129
                    293,                0.99162,                 1.9241,                  1.473,                 0.5495,                0.56886,                 0.5892,                0.42354,                 1.2394,                 1.8301,                 1.7245,              0.0071191,              0.0071191,              0.0071191
                    294,                0.99035,                 1.9357,                 1.4715,                0.54943,                0.56878,                0.58919,                0.42304,                 1.2379,                  1.827,                  1.723,              0.0071092,              0.0071092,              0.0071092
                    295,                0.99682,                 1.9144,                  1.474,                  0.535,                0.57134,                0.58966,                0.42361,                 1.2372,                 1.8285,                 1.7205,              0.0070993,              0.0070993,              0.0070993
                    296,                 0.9934,                 1.9051,                 1.4702,                 0.5207,                 0.5761,                0.58928,                0.42173,                 1.2366,                 1.8232,                 1.7197,              0.0070894,              0.0070894,              0.0070894
                    297,                 1.0016,                 1.9238,                 1.4771,                0.52156,                0.57602,                0.58894,                0.42377,                 1.2366,                 1.8237,                 1.7184,              0.0070795,              0.0070795,              0.0070795
                    298,                0.99463,                 1.8946,                 1.4707,                0.53754,                0.57538,                0.58961,                0.42433,                 1.2356,                 1.8218,                 1.7181,              0.0070696,              0.0070696,              0.0070696
                    299,                0.99415,                 1.9124,                 1.4687,                0.52878,                0.57523,                0.58758,                0.42483,                 1.2345,                 1.8195,                 1.7173,              0.0070597,              0.0070597,              0.0070597
                    300,                0.99382,                 1.9274,                 1.4721,                0.54167,                0.55413,                0.58504,                0.42134,                 1.2345,                 1.8172,                 1.7169,              0.0070498,              0.0070498,              0.0070498
